Datetime,Close,High,Low,Open,Volume
2025-01-11 06:56:00+00:00,94250.359375,94250.359375,94250.359375,94250.359375,0
2025-01-11 06:58:00+00:00,94248.0078125,94248.0078125,94241.484375,94241.484375,7655424
2025-01-11 07:00:00+00:00,94226.78125,94239.1171875,94226.78125,94239.1171875,0
2025-01-11 07:02:00+00:00,94217.34375,94227.8046875,94217.34375,94227.8046875,0
2025-01-11 07:04:00+00:00,94239.40625,94239.40625,94219.640625,94219.640625,0
2025-01-11 07:06:00+00:00,94228.390625,94228.390625,94228.390625,94228.390625,0
2025-01-11 07:08:00+00:00,94236.9609375,94236.9609375,94236.2890625,94236.2890625,0
2025-01-11 07:10:00+00:00,94263.65625,94266.3984375,94263.65625,94266.3984375,2392064
2025-01-11 07:12:00+00:00,94285.5703125,94285.5703125,94267.1953125,94267.1953125,0
2025-01-11 07:14:00+00:00,94286.9296875,94287.4375,94286.9296875,94287.4375,0
2025-01-11 07:16:00+00:00,94264.4140625,94277.46875,94264.4140625,94277.46875,0
2025-01-11 07:18:00+00:00,94283.6328125,94283.6328125,94283.6328125,94283.6328125,0
2025-01-11 07:20:00+00:00,94261.1640625,94277.28125,94261.1640625,94277.28125,2793472
2025-01-11 07:22:00+00:00,94221.3984375,94257.0703125,94221.3984375,94257.0703125,2355200
2025-01-11 07:24:00+00:00,94194.2109375,94206.2890625,94194.2109375,94206.2890625,0
2025-01-11 07:26:00+00:00,94169.9140625,94190.09375,94169.9140625,94190.09375,0
2025-01-11 07:28:00+00:00,94164.03125,94164.03125,94154.421875,94154.421875,0
2025-01-11 07:30:00+00:00,94148.6875,94148.6875,94148.6875,94148.6875,102400
2025-01-11 07:32:00+00:00,94163.515625,94163.515625,94160.125,94160.125,45056
2025-01-11 07:34:00+00:00,94210.640625,94210.640625,94183.9921875,94183.9921875,0
2025-01-11 07:36:00+00:00,94201.5078125,94201.5078125,94198.46875,94198.46875,0
2025-01-11 07:38:00+00:00,94225.59375,94225.59375,94195.3359375,94195.3359375,0
2025-01-11 07:40:00+00:00,94224.03125,94224.03125,94224.03125,94224.03125,0
2025-01-11 07:42:00+00:00,94197.671875,94197.671875,94197.671875,94197.671875,0
2025-01-11 07:44:00+00:00,94163.9765625,94163.9765625,94157.4921875,94157.4921875,0
2025-01-11 07:46:00+00:00,94152.3515625,94152.3515625,94151.28125,94151.28125,0
2025-01-11 07:48:00+00:00,94180.2265625,94189.953125,94180.2265625,94189.953125,0
2025-01-11 07:50:00+00:00,94203.1328125,94203.1328125,94186.6640625,94186.6640625,0
2025-01-11 07:52:00+00:00,94182.9296875,94192.15625,94182.9296875,94192.15625,0
2025-01-11 07:54:00+00:00,94184.5546875,94184.5546875,94184.5546875,94184.5546875,0
2025-01-11 07:56:00+00:00,94190.7421875,94190.7421875,94177.4140625,94177.4140625,0
2025-01-11 07:58:00+00:00,94189.1875,94189.1875,94188.921875,94188.921875,0
2025-01-11 08:00:00+00:00,94247.53125,94247.53125,94218.4609375,94218.4609375,0
2025-01-11 08:02:00+00:00,94222.234375,94222.234375,94222.234375,94222.234375,0
2025-01-11 08:04:00+00:00,94185.1484375,94185.28125,94185.1484375,94185.28125,0
2025-01-11 08:06:00+00:00,94199.796875,94199.796875,94199.796875,94199.796875,0
2025-01-11 08:08:00+00:00,94254.640625,94254.640625,94253.984375,94253.984375,0
2025-01-11 08:10:00+00:00,94265.6328125,94265.6328125,94254.484375,94254.484375,0
2025-01-11 08:12:00+00:00,94321.9765625,94321.9765625,94297.1875,94297.1875,0
2025-01-11 08:14:00+00:00,94343.1875,94343.1875,94324.4140625,94324.4140625,3198976
2025-01-11 08:16:00+00:00,94338.890625,94355.484375,94338.890625,94355.484375,0
2025-01-11 08:18:00+00:00,94328.15625,94328.15625,94328.15625,94328.15625,0
2025-01-11 08:20:00+00:00,94330.3359375,94330.3359375,94321.3046875,94321.3046875,0
2025-01-11 08:22:00+00:00,94313.125,94344.59375,94313.125,94344.59375,0
2025-01-11 08:24:00+00:00,94313.8203125,94324.296875,94313.8203125,94324.296875,0
2025-01-11 08:26:00+00:00,94302.5703125,94302.5703125,94284.8046875,94284.8046875,0
2025-01-11 08:28:00+00:00,94305.0390625,94305.0390625,94305.0390625,94305.0390625,0
2025-01-11 08:30:00+00:00,94323.828125,94323.828125,94323.828125,94323.828125,0
2025-01-11 08:32:00+00:00,94288.5859375,94303.4921875,94288.5859375,94303.4921875,0
2025-01-11 08:34:00+00:00,94281.4140625,94292.828125,94281.4140625,94292.828125,0
2025-01-11 08:36:00+00:00,94257.9296875,94257.9296875,94257.9296875,94257.9296875,0
2025-01-11 08:38:00+00:00,94214.40625,94230.5625,94214.40625,94230.5625,0
2025-01-11 08:40:00+00:00,94221.03125,94221.03125,94190.3125,94190.3125,0
2025-01-11 08:42:00+00:00,94193.0078125,94193.0078125,94193.0078125,94193.0078125,0
2025-01-11 08:44:00+00:00,94205.4921875,94205.4921875,94205.0625,94205.0625,0
2025-01-11 08:46:00+00:00,94163.6015625,94172.125,94163.6015625,94172.125,0
2025-01-11 08:48:00+00:00,94132.5,94161.0390625,94132.5,94161.0390625,0
2025-01-11 08:50:00+00:00,94050.7734375,94143.5625,94050.7734375,94143.5625,0
2025-01-11 08:52:00+00:00,94035.828125,94047.59375,94035.828125,94047.59375,5455872
2025-01-11 08:54:00+00:00,94042.34375,94042.34375,94042.34375,94042.34375,5079040
2025-01-11 08:56:00+00:00,94076.53125,94076.53125,94072.609375,94072.609375,0
2025-01-11 08:58:00+00:00,94083.28125,94083.28125,94077.171875,94077.171875,0
2025-01-11 09:00:00+00:00,94043.4296875,94048.0078125,94043.4296875,94048.0078125,933888
2025-01-11 09:02:00+00:00,94031.328125,94031.328125,94031.328125,94031.328125,0
2025-01-11 09:04:00+00:00,94071.8125,94071.8125,94048.4375,94048.4375,0
2025-01-11 09:06:00+00:00,94082.65625,94082.65625,94082.65625,94082.65625,0
2025-01-11 09:08:00+00:00,94121.03125,94121.03125,94121.03125,94121.03125,0
2025-01-11 09:10:00+00:00,94137.140625,94137.140625,94115.6875,94115.6875,1417216
2025-01-11 09:12:00+00:00,94145.34375,94146.21875,94145.34375,94146.21875,4874240
2025-01-11 09:14:00+00:00,94145.0078125,94145.0078125,94145.0078125,94145.0078125,0
2025-01-11 09:16:00+00:00,94142.15625,94142.15625,94142.15625,94142.15625,0
2025-01-11 09:18:00+00:00,94126.1796875,94126.1796875,94126.1796875,94126.1796875,0
2025-01-11 09:20:00+00:00,94124.5546875,94124.5546875,94124.5546875,94124.5546875,0
2025-01-11 09:22:00+00:00,94150.8515625,94150.8515625,94125.8203125,94125.8203125,0
2025-01-11 09:24:00+00:00,94173.7421875,94173.7421875,94158.09375,94158.09375,8175616
2025-01-11 09:26:00+00:00,94170.2265625,94170.2265625,94162.6640625,94162.6640625,0
2025-01-11 09:28:00+00:00,94179.109375,94186.421875,94179.109375,94186.421875,0
2025-01-11 09:30:00+00:00,94193.96875,94193.96875,94193.96875,94193.96875,0
2025-01-11 09:32:00+00:00,94212.953125,94212.953125,94194.4296875,94194.4296875,0
2025-01-11 09:34:00+00:00,94208.328125,94208.328125,94208.328125,94208.328125,0
2025-01-11 09:36:00+00:00,94195.9140625,94226.5390625,94195.9140625,94226.5390625,1564672
2025-01-11 09:38:00+00:00,94197.0625,94197.0625,94194.8125,94194.8125,0
2025-01-11 09:40:00+00:00,94224.640625,94225.59375,94224.640625,94225.59375,0
2025-01-11 09:42:00+00:00,94229.03125,94229.03125,94229.03125,94229.03125,0
2025-01-11 09:44:00+00:00,94286.4375,94286.4375,94270.2578125,94270.2578125,4505600
2025-01-11 09:46:00+00:00,94281.7109375,94281.7109375,94274.1171875,94274.1171875,0
